,permalink,name,desc,category_code
8357,transwitch,TranSwitch,"TranSwitch designs, develops, markets, and supports integrated digital and mixed-signal semiconductor devices.",semiconductor
8358,triad-semiconductor,Triad Semiconductor,Triad Semiconductor develops configurable analog and digital technology and prototypes for the mixed-signal ASIC market.,semiconductor
8359,triquint-semiconductor,TriQuint Semiconductor,"TriQuint Semiconductor builds radio frequency solutions for mobile phones, 3G/4G base stations, CATV, defense, and aerospace applications.",semiconductor
8360,varian-semiconductor-equipment-associates,Varian Semiconductor Equipment Associates,"Varian Semiconductor Equipment Associates designs, manufactures, markets, and offers semiconductor processing equipment and services.",semiconductor
8361,vativ-technologies,Vativ Technologies,"Vativ Technologies is a fabless semiconductor company developing high-bandwidth, advanced digital signal processing solutions.",semiconductor
8362,velox-semiconductor,Velox Semiconductor,Velox Semiconductor develops gallium nitride transistors and diodes.,semiconductor
8363,vertical-circuits,Vertical Circuits,"Vertical Circuits supplies advanced die level vertical interconnect packaging technology, products, services and intellectual property.",semiconductor
8364,vidatronic,Vidatronic,Vidatronic is a fabless semiconductor and systems company providing power management solutions for multiple market applications.,semiconductor
8365,violin-memory,Violin Memory,,semiconductor
8366,visualant,Visualant,Know Labs is a non-invasive diagnostic technology platform that uses radio waves to identify and measure molecules in the body.,semiconductor
8367,vizional-technologies,Vizional Technologies,Vizional develops enterprise-class and RFID-enabled software applications that improve business processes.,semiconductor
8368,voltaix,Voltaix,Voltaix is a provider of materials used in the production of semiconductor and advanced photovoltaic cells.,semiconductor
8369,vt-silicon,VT Silicon,VT Silicon is a fabless semiconductor company focusing on providing multi-band radio frequency integrated circuit solutions.,semiconductor
8370,waytronx,Waytronx,,semiconductor
8371,wi-chi,Wi-Chi,Wi-Chi develops and manufacturers effective nano inverters for solar photovoltaic systems.,semiconductor
8372,wilinx,WiLinx,WiLinx Corporation is a semiconductor company providing single-chip complementary metal oxide semiconductor ultra-wide-band solutions.,semiconductor
8373,wiquest-communications,WiQuest Communications,"WiQuest Communications develops ultrawideband solutions for PC, consumer electronics, and mobile systems companies.",semiconductor
8374,wispry,WiSpry,"WiSpry, a fabless semiconductor company, develops RF silicon integrated circuits and components for wireless communication products.",semiconductor
8375,xceive,Xceive,Xceive is a fabless semiconductor company producing RF-to-baseband transceiver ICs for TVs and set-top boxes.,semiconductor
8376,xelerated,Xelerated,Xelerated is a fabless semiconductor company proving HX devices that offer wire speed performance and other related services.,semiconductor
8377,xikota-devices,Xikota Devices,Xikota Devices is involved in the development of semiconductors.,semiconductor
8378,zenverge,Zenverge,Zenverge is a fabless semiconductor company developing content networking ICs that connect broadcast content with IP enabled devices.,semiconductor
8379,zettacore,ZettaCore,"ZettaCore, pioneering the field of molecular electronics, is focused on developing molecular materials for the electronics industry.",semiconductor
8380,zilker-labs,Zilker Labs,Zilker Labs is a mixed-signal semiconductor company developing power management and conversion integrated circuits for electronics.,semiconductor
8381,ziptronix,Ziptronix,"Ziptronix designs, develops, and markets semiconductor integration technologies to the electronics industry. ",semiconductor
8382,37signals,37signals,37signals is a web software company that provides web design and web application development services.,public_relations
8383,ace-comm,ACE*COMM,"ACE*COMM provides large-scale data integration, business analytics and personalization solutions for communication service providers.",public_relations
8384,adaptix,ADAPTIX,Adaptix provides OFDMA-based mobile wireless systems and 4G technology.,public_relations
8385,adomo,Adomo,Adomo provides messaging solutions that can be integrated into telephony and data networks of enterprises.,public_relations
8386,adventenna,AdventEnna,AdventEnna develops and commercializes mobile communication systems and related wireless products.,public_relations
8387,agency-entourage,Agency Entourage,"Agency Entourage provides email marketing, blogging, and social marketing solutions for online brands.",public_relations
8388,agility-communications,Agility Communications,Agility Communications provides laser solutions such as tunable transponder and laser for the optical network.,public_relations
8389,airnet-communications,AirNet Communications,AirNet Communications develops base stations and wireless telecommunications infrastructure products worldwide.,public_relations
8390,airpr,AirPR,Onclusive provides media monitoring and PR analytic solutions for communications teams.,public_relations
8391,aktino,Aktino,Aktino manufactures networking and broadband management equipment for the IT and telecommunication industries.,public_relations
8392,alerts,Alerts,Alerts offers an emergency notification platform enabling parents to receive pertinent alerts from their child’s school.,public_relations
8393,alloptic,Alloptic,Alloptic develops passive optical network access equipment that operates at gigabit speeds.,public_relations
8394,allworx,Allworx,Allworx develops and sells VoIP phone and phone systems designed for small businesses.,public_relations
8395,amber-networks,Amber Networks,Amber Networks develops telecommunications equipment for service provider’s IP and optical networks.,public_relations
8396,amperion,Amperion,"GridEdge Networks develops and sells advanced communications solutions to electric utilities, focusing on the photovoltaic industry.",public_relations
8397,amresorts,AMResorts,AMResorts is a hotel and brand management company.,public_relations
8398,apptrigger,AppTrigger,AppTrigger is a telecom service broker providing telecommunication app connectivity related solutions.,public_relations
8399,aptela,Aptela,Aptela offers innovative communication solutions for small- and medium-sized businesses.,public_relations
8400,assembla,Assembla,Assembla is a cloud-based enterprise that offers online tools for distributed software teams to handle code management.,public_relations
8401,atrica,Atrica,Atrica provides carrier Ethernet solutions for metropolitan area networks (MAN).,public_relations
8402,aztek-networks,Aztek Networks,"Aztek Networks provides emergency stand-alone switches, enabling network operators to provide reliable voice and emergency access services.",public_relations
8403,azteq-mobile,Azteq Mobile,"Azteq Mobile manufactures and markets mobile devices, palm tops, communication equipment, and handheld devices.",public_relations
8404,bay-microsystems,Bay Microsystems,"Bay Microsystems delivers secure networking solutions to commercial enterprises, government agencies, and service providers.",public_relations
8405,be-here,Be Here,"Be Here provides VoIP products such as TotalView, a videoconferencing solution that controls various video views of participants and data.",public_relations
8406,blackfoot,Blackfoot,Blackfoot provides a voice over internet protocol (VoIP) network.,public_relations
8407,blue-lane-technologies,Blue Lane Technologies,Blue Lane Technologies provides vulnerability shields for physical and virtual server infrastructure.,public_relations
8408,blue-vector-systems,Blue Vector Systems,Blue Vector Systems offers asset tracking and supply chain visibility solutions for various industries.,public_relations
8409,brightstar,Brightstar,Likewize provides the most comprehensive defence against any technological disruption.,public_relations
8410,britestream-networks,Britestream Networks,Britestream Networks is an internet security service company.,public_relations
8411,broadway-com,Broadway Networks,Broadway Networks develops optical subsystems for broadband access applications. Acquired by Finisar.,public_relations
8412,bueno-inc,Bueno Inc,Bueno is a marketing-communications consultancy focused on growth marketing for the travel industry,public_relations
8413,callfire,CallFire,"In 2019, CallFire, consolidated all of its brands under the EZ Texting.",public_relations
8414,carlson-wireless,Carlson Wireless,"Carlson Wireless designs and manufactures digital radios for broadband, data, and telephone.",public_relations
8415,caymas-systems,Caymas Systems,"Caymas Systems develops network security products to identify, authorize, and track employees and customers who access corporate networks.",public_relations
8416,cctv-wireless,CCTV Wireless,"Wireless CCTV provides communication services such as wireless internet and high-speed data, two-way mobile and paging services.",public_relations
8417,central-desktop,Central Desktop,Central Desktop provides collaboration software and online business management solutions for small and medium-sized businesses.,public_relations
8418,cerona-networks,Cerona Networks,Cerona Networks provides spectrally efficient satellite network solutions.,public_relations
8419,chatterous,Chatterous,"Chatterous is a communications services platform enabling group chatting via web, IM, email and mobile phones.",public_relations
8420,checkd-in,Checkd.In,Simplifying the complex world of data-marketing and digital sponsorships.,public_relations
8421,clientshow,ClientShow,ClientShow is a real-time data application for creative agencies and their clients to better interact with each other.,public_relations
8422,cloverleaf-communications,Cloverleaf Communications,Cloverleaf Communications is a developer of intelligent storage networking management system products.,public_relations
8423,colubris,Colubris Networks,Colubris Networks provides wireless local area network solutions for enterprises and service providers.,public_relations
8424,compucom-systems-holding,CompuCom Systems Holding,,public_relations
8425,contactual,Contactual,"Contactual offers OnDemand Contact Center, a SaaS-based platform that functions better than traditional on-premise contact center systems.",public_relations
8426,converged-access,Converged Access,"Converged Access delivers communications solutions, providing voice and data connectivity with application performance over enterprise WAN.",public_relations
8427,coradiant,Coradiant,"Coradiant provides network and website monitoring equipment to manage, optimize and troubleshoot web applications.",public_relations
8428,creative-citizen,Creative Citizen,"CreativeCitizen.com is a collaborative website that enables users to create, share and adopt solutions to reduce environmental waste.",public_relations
8429,creativemarket,Creative Market,Creative Market is a marketplace for ready-to-use design assets from independent creators around the world.,public_relations
8430,crossbow-technologies,Crossbow Technologies,Crossbow Technology manufactures and supplies wireless sensor networks and fibre optic inertial sensor systems.,public_relations
8431,cymphonix,Cymphonix,Cymphonix develops internet management solutions for organizations to control internet browsing and application activities.,public_relations
8432,dailybooth,DailyBooth,DailyBooth was a photoblogging website that enabled its users to take photos of themselves.,public_relations
8433,datranmedia,Datran Media,"Datran Media is a digital marketing technology company providing advertising solutions, audience analytics, and email marketing services.",public_relations
8434,definition6,Definition 6,"We are a creative digital and video production agency headquartered in Atlanta with offices in New York, London, D.C., and San Francisco.",public_relations
8435,digit-wireless,Digit Wireless,"Digit Wireless offers Fastap, a keypad technology solution that enhances handheld device features.",public_relations
8436,digium,Digium,Digium develops open-source communications software and unified communications solutions for SMEs.,public_relations
8437,discuzz,Discuzz,TellWise offers sales engagement and automated-selling solutions to its customers.,public_relations
8438,dotspots,DotSpots,DotSpots is a service enabling anyone to update news in real time with distributed objects of thought or 'dots.',public_relations
8439,dune-networks,Dune Networks,,public_relations
8440,egt,EGT,"EGT designs and manufactures digital video signal processing equipment for television distribution over cable, satellite and IPT networks.",public_relations
8441,elevator-labs,Elevator Labs,"Elevator Labs funds and builds concepts into fully-functioning, revenue-generating businesses.",public_relations
8442,ellacoya-networks,Ellacoya Networks,"Ellacoya Networks is a communications equipment company, provides solutions for building broadband networks.",public_relations
8443,empressr,Empressr,"Empressr is a web application that lets users create, share and store presentations online.",public_relations
8444,entrisphere,Entrisphere,Entrisphere supplies access network equipment for the broadband service providers.,public_relations
8445,envox-group,Envox Group,Envox Group offers IP-based voice self-service and contact center solutions.,public_relations
8446,eventvue,EventVue,EventVue builds online communities that improve conference networking by enabling attendees to search for and connect with others.,public_relations
8447,exavio,Exavio,Exavio manufactures IP video-smart network devices for digital media distribution throughout broadcast and post production facilities.,public_relations
8448,expert-planet,Expert Planet,"Expert Planet is a provider of high performing live agent and IVR tele-services for sales, customer service, and training calls.",public_relations
8449,expresso,eXpresso,"eXpresso provides SaaS-based, real-time document collaboration services for Microsoft Office suites.",public_relations
8450,fanchatter,FanChatter,FanChatter helps sports franchises and other businesses create profitable levels of fan involvement through real-time content sharing.,public_relations
8451,fifthgenerationsystems,Fifth Generation Systems,Fifth Generation Systems provides industry standards and proprietary enhancement solutions for technological challenges.,public_relations
8452,fly-media,Fly Media,Fly Media is a public relations company providing online marketing services.,public_relations
8453,fohboh,FohBoh,FohBoh is a social business community for the restaurant and foodservice industry.,public_relations
8454,freakn-genius,Freak'n Genius,"Connecting Books, Games, and Toys to the Internet",public_relations
8455,frest-marketing,Frest Marketing,"Frest Marketing is a social media, design, and development agency that specializes in website design.",public_relations
8456,gigafin-networks,GigaFin Networks,Gigafin Networks provides internal security and traffic management solutions.,public_relations
8457,gigalogix,GigaLogix,GigaLogix develops and commercializes extensible markup language (XML) routing and parsing technologies.,public_relations
8458,gizmofive,Gizmo5,Gizmo5 is a voice over Internet protocol communications network and a proprietary freeware soft phone offering IM and VoIP calls.,public_relations
8459,global-crossing,Global Crossing,Global Crossing is a telecommunications company providing integrated fiber optic networks for voice and data transmission activities.,public_relations
8460,goldmail,GoldMail,"PointAcross is the global leader in voice over visual e and text messages for enterprise, team or individual users worldwide.",public_relations
8461,group-commerce,Group Commerce,Group Commerce is an enterprise-grade marketing platform providing end-to-end solutions for e-commerce merchants.,public_relations
8462,gtran,GTRAN,"GTRAN develops high-performance broadband connectivity products for the long haul, metro and access networks.",public_relations
8463,hi-g-tek,Hi-G-Tek,Hi-G-Tek is a developer of a RFID platform that monitors assets and commercializes technology enabled cost-effective wireless solutions.,public_relations
8464,iamba-networks,Iamba Networks,Iamba Networks provides gigabit passive optical networks solutions for telecommunications equipment manufacturers.,public_relations
8465,identity-engines,Identity Engines,Identity Engines develops identity-based solutions for securing enterprise networks.,public_relations
8466,incentive-targeting,Incentive Targeting,Incentive Targeting offers a software-as-a-service platform for promotional campaigns in the grocery industry.,public_relations
8467,infoblox,Infoblox,Infoblox develops network identity solutions enabling businesses to automate network control functions to reduce costs and boost security.,public_relations
8468,inkling,Inkling,Inkling offers collective intelligence solutions for businesses to make operational and strategic decisions.,public_relations
8469,inset-systems,InSeT Systems,InSeT Systems is the developer of the Inertial Sensor Tracking system that aids rescue efforts in mines.,public_relations
8470,instagarage,Instagarage,Instagarage.com is an e-commerce platform offering gift cards from multiple retailers and stores.,public_relations
8471,inveshare,Inveshare,Inveshare is a shareholder material delivery company providing communications and voting technology to institutional investors.,public_relations
8472,invicta-networks,Invicta Networks,Invicta Networks develops and markets network security products for enterprises and organizations in the United States.,public_relations
8473,invision-2,InVision.,InVision is the visual collaboration platform powering the world’s smartest companies.,public_relations
8474,invodo,Invodo,InvodoData provides data-driven video programs to engage and convert shoppers.,public_relations
8475,isquare,iSquare,"iSquare develops web-based software products such as BudgetPulse.com, an interactive budgeting utility.",public_relations
8476,kirusa,Kirusa,Kirusa offers SMS and voice-based value added services.,public_relations
8477,kiyon,Kiyon,"Kiyon offers IP broadband mesh network solutions including automation wireless BACnet products, broadband routers, antennas and accessories.",public_relations
8478,ladies-who-launch,Ladies Who Launch,The resource and community for women in business.,public_relations
8479,lambda-opticalsystems,Lambda OpticalSystems,"Lambda OpticalSystems operates in the telecommunications industry, developing all-optical solutions to transform transport networks.",public_relations
8480,lesconcierges,LesConcierges,LesConcierges provides concierge-supported loyalty services and solutions for various organizations worldwide.,public_relations
8481,lgc-wireless,LGC Wireless,LGC Wireless develops in-building wireless voice/data coverage and capacity solutions for public operators and equipment manufacturers.,public_relations
8482,lifesize-communications,LifeSize Communications,,public_relations
8483,lift-ux,Lift,Lift is a virtual web design company developing second screen apps and sites.,public_relations
8484,lightera,Lightera,Bandwidth-management equipment,public_relations
8485,lightsand-communications,LightSand Communications,LightSand Communications is engaged in the development and delivery of SAN connectivity products that interconnect multiple SANs.,public_relations
8486,livebooks,liveBooks,"liveBooks offers photography, and graphic and interior designing industries with web development services.",public_relations
8487,liveops,LiveOps,"Liveops is a recognized pioneer in the gig economy, cloud-based contact center & customer service solutions including work-at-home agents.",public_relations
8488,local-eye-site,Local Eye Site,"Local Eye Site provides staffing services to eye care organizations in recruiting optometrists, ophthalmic technicians and others.",public_relations
8489,lockdown-networks,Lockdown Networks,"Lockdown leverages network, security and infrastructure to identify every user and device on the network and assesses devices.",public_relations
8490,lotsa-helping-hands,Lotsa Helping Hands,Lotsa Helping Hands allows users to create an online community to organize support for causes and find volunteer opportunities.,public_relations
8491,mad-mimi,Mad Mimi,"Mad Mimi is an email marketing service enabling users to create, send and track email campaigns without using templates.",public_relations
8492,magnify360,magnify360,"magnify360 is a landing page optimization platform that allows its users to launch, change, and serve pages automatically.",public_relations
8493,mangrove-systems,Mangrove Systems,Mangrove Systems provides multi-service access and aggregation platforms for 3G wireless and wireline networks.,public_relations
8494,mingyian,Mingyian,"Mingyian develops a micro-event platform for celebrities to host online events that engage, grow, and monetize their fan base in China.",public_relations
8495,modiv-media,Modiv Media,Modiv Mobile provides mobile shopper marketing solutions for various brands and retailers.,public_relations
8496,mojix,Mojix,"Mojix is a global leader in item-level intelligence solutions for Manufacturing, Supply Chain and Retail.",public_relations
8497,movaz-networks,Movaz Networks,"Movaz Networks provides broadband optical transport systems, wavelength division multiplexing (WDM) equipment, and WDM transport solutions.",public_relations
8498,mozy,Mozy,Mozy provides cloud backup and access services and solutions.,public_relations
8499,my-rental-units,My Rental Units,"MyRentalUnits.com provides residential property owners and managers best practice advice, tools, information, forms, access to resources,",public_relations
8500,napatech,Napatech,"Reconfigurable Computing platform powered by FPGA SmartNICs for cloud, mobile and datacenter networks.",public_relations
8501,navini-networks,Navini Networks,"Navini Networks provides portable, plug-n-play broadband wireless access solutions in the United States.",public_relations
8502,neoscale-systems,NeoScale Systems,NeoScale Systems provide enterprise storage security solutions enabling organizations to address security risks effectively.,public_relations
8503,neteffect,NetEffect,,public_relations
8504,neterion,Neterion,Neterion is a provider of 10 gigabit Ethernet hardware and software solutions that solve networking problems.,public_relations
8505,network-hardware-resale,Network Hardware Resale,,public_relations
8506,newcross-technologies,NewCross Technologies,"NewCross Technologies, Inc. offers VoIP solutions to service providers and resellers. Its solutions include TonePlus Residential.",public_relations
8507,news-distribution-network,News Distribution Network,,public_relations
8508,newsbasis,NewsBasis,Newsbasis is a communications platform for journalists to connect with companies they write about.,public_relations
8509,north-end-technologies,North End Technologies,,public_relations
8510,notifixious,Notifixious,"Notifixious offers Superfeeder, a multiplatform reader service that harvests any type of content stream at a near-real-time rate.",public_relations
8511,novera-optics,Novera Optics,"Novera Optics offers WDM-PON, SpeedLIGHT and TurboLIGHT as a solution for fiber optic access.",public_relations
8512,ntag,nTAG Interactive,nTAG Interactive provides data management solutions for meeting planners to monitor conferences and send instant messages to participants.,public_relations
8513,offerlounge,OfferLounge,OfferLounge enables businesses to create promotional offers in real time and then distribute these offers to consumer mobile phones.,public_relations
8514,onset-technology,Onset Technology,,public_relations
8515,pacific-star-communications,Pacific Star Communications,"PacStar Communications offers IT and communications solutions for the military, government, and commercial sectors.",public_relations
8516,packethop,PacketHop,PacketHop provides a mobile mesh networking solution that enables broadband connectivity in real time.,public_relations
8517,paragon-wireless,Paragon Wireless,"Paragon Wireless offers SIP-based dual-mode handsets, single-mode GSM/VoWLAN handsets, multi-function residential gateway products and more.",public_relations
8518,path-1,Path 1 Network Technologies,"Path 1 Network Technologies designs and supplies products that enable the adaptation, transportation and delivery of real-time video.",public_relations
8519,paxera,Paxera,Paxera develops tunable technology for dynamically reconfigurable networks.,public_relations
8520,pervasip,Pervasip,Pervasip delivers wholesale VoIP telephone and videophone services for the residential and small business markets.,public_relations
8521,phyflex-networks,PhyFlex Networks,,public_relations
8522,picolight,Picolight,Picolight is a manufacturer of high-bandwidth optical and Ethernet transceivers and components.,public_relations
8523,placester,Placester,"The all-in-one business platform for real estate that enables agents, brokers, and teams to grow their businesses online and via mobile.",public_relations
8524,prestobox,PrestoBox,"Brand Genie combines technology with agency-level design to create personalized logos, business cards, and websites.",public_relations
8525,programmermeetdesigner-com,ProgrammerMeetDesigner.com,"ProgrammerMeetDesigner.com enables entrepreneurs, programmers, designers, and writers to connect and work on projects online.",public_relations
8526,q-magic,Q-magic,"Engineering consulting boutique, with specialization on high-volume enrollments and customer portals",public_relations
8527,rajant-corporation,Rajant Corporation,"Rajant develops wireless broadband systems for homeland security, public safety, security, and enterprise networking applications.",public_relations
8528,ranch-networks,Ranch Networks,"Ranch Networks offers internet protocol telephony network appliances that secure, manage, and scale VoIP traffic.",public_relations
8529,raysat,RaySat,"RaySat engages in the manufacture of in-motion satellite antennas, allowing moving vehicles to receive live satellite television.",public_relations
8530,remark-media,Remark Media,Remark Holdings is a global digital media company focused on creating destinations that merge engaging content with social interactions.,public_relations
8531,resilience,Resilience,"Resilience develops and manufactures cyber security tools, engineering and making purpose-built hardware for network security apps.",public_relations
8532,right-brain-media,RiGHT BRAiN MEDiA,"Right Brain Media offers digital media and web technology products, services and solutions to businesses, ministries, and others.",public_relations
8533,royaltyshare,RoyaltyShare,RoyaltyShare provides web-based royalty processing and reporting solutions for the global entertainment industry.,public_relations
8534,sailthru,Sailthru,"Sailthru helps modern marketers acquire, grow, and retain customers.",public_relations
8535,sandlinks,SandLinks,SandLinks develops radio-frequency identification network technologies.,public_relations
8536,savi-technology,Savi Technology,Savi provides Sensor Analytics solutions for organizations that face critical decisions based on the location and status of their assets,public_relations
8537,say-hey,Say-Hey,Say-Hey provides VRS and IP relay communication services for the deaf and hard of hearing.,public_relations
8538,scalent-systems,Scalent Systems,Scalent Systems provides infrastructure virtualization software that enables data centers to handle the changing businesses environment.,public_relations
8539,sendwordnow,Send Word Now,Send Word Now provides on-demand emergency notification and incident management services.,public_relations
8540,sensicast-systems,Sensicast Systems,Sensaphone provides enterprise-class wireless sensor network solutions for mission critical applications.,public_relations
8541,sensorwave,SensorWave,"SensorWave’s web service, Virtual Patrol, monitors activity and assets at client properties to detect and deter unwanted events or behavior.",public_relations
8542,sidustar-international,Sidustar International,"Sidustar [SY-dus-star]: a telecom and IT consulting firm for the SMB/SOHOs. Its focus was L2-L3 [LAN-WAN], DSL/T1s, SaaS/PaaS, telco-mobile.",public_relations
8543,sierra-monolithics,Sierra Monolithics,"Sierra Monolithics is a provider of RFICs and modules for wireless, wireline and military applications.",public_relations
8544,silverstorm-technologies,SilverStorm Technologies,SilverStorm Technologies provides networking and clustered interconnect solutions for high performance business computing markets.,public_relations
8545,skyetek,SkyeTek,SkyeTek delivers a turn-key RFID application that enables real-time management of field-based inventory and resources.,public_relations
8546,slide,Slide,"Slide enables users to create and personalize widgets and use them on social networks, blogs and desktops.",public_relations
8547,smartlink-radio-networks,SmartLink Radio Networks,"SmartLink Radio Networks engages in the design, development, and manufacture of interoperable radio communications platforms.",public_relations
8548,sonexis-technology,Sonexis Technology,Sonexis Technology is a provider of in-house audio and web conferencing platforms for enterprises.,public_relations
8549,souktel,Souktel,Souktel designs and delivers mobile phone services that link people with jobs and connect aid agencies with communities who need help.,public_relations
8550,speaksoft,SpeakSoft,SpeakSoft developed voice applications to monetize call volumes via telephone companies and yellow page publishers.,public_relations
8551,spendji,Spendji,"Spendji is an online finance management platform to plan and manage expenditure on activities, events, and projects.",public_relations
8552,starbak,Starbak,Starbak provides enterprise video networks and portals that allow organizations to reach employees and customers via video programming.,public_relations
8553,startup-cincy,Startup Cincy,Connecting startups in the Midwest,public_relations
8554,step-labs,Step Labs,Step Labs is an acoustic software company developing technology that produces clear voice communications in noisy environments.,public_relations
8555,supplyseeker-com,SupplySeeker.com,SupplySeeker.com is an online platform that offers business partnership sourcing services to connect suppliers with relevant resellers.,public_relations
8556,surf-communication-solutions,SURF Communication Solutions,Surf enables modern multimedia communications by bridging between next-gen platforms and codecs with legacy deployments across all networks.,public_relations
8557,synaptic-digital,Synaptic Digital,"Synaptic Digital employs multiuse videos to help brands connect with their audiences across paid, earned, and owned media.",public_relations
8558,synqy,SYNQY,"SYNQY, an online retail media, enables retailers to monetize existing e-commerce real estate through product-targeted advertisements.",public_relations
8559,t-networks,T-Networks,T-Networks is an Allentown-based developer of electronic components and modulators.,public_relations
8560,tacit-networks,Tacit Networks,Tacit Networks provides wide area file services and wide area network optimization solutions for branch office and remote users.,public_relations
8561,taggs,Taggs,"Taggs uses advanced analytics, machine learning, and real time systems to help companies keep their advertising at maximum engagement.",public_relations
8562,tagosgreen-business-community,TagosGreen Business Community,The TagosGreen™ Business Community brings together sustainability experts and industry professionals into a forum to actively discuss,public_relations
8563,taking-point,Taking Point,Taking Point is a support community that connects America's veterans and service members.,public_relations
8564,tandem-transit,Tandem Transit,Tandem Transit provided carrier-to-carrier voice transit services over an IP network.,public_relations
8565,tango-networks,Tango Networks,Tango Networks offers communication solutions to carriers to deliver mobile UC to large enterprises and small to mid-sized businesses.,public_relations
8566,taqua,Taqua,Taqua manufactures and supplies switching systems and applications that include packet interface cards and broadband interface cards.,public_relations
8567,telasic-communications,TelASIC Communications,TelASIC Communications develops remote radio head products for WCDMA/HSDPA and WiMAX/LTE infrastructure applications.,public_relations
8568,telesocial,Telesocial,TeleSocial is an integrated voice and IP service that connects voice calls through social media.,public_relations
8569,teliris,Teliris,Video collaboration via the cloud.,public_relations
8570,telovations,Telovations,"Telovations, a managed cloud service provider, provides hosted PBX, mobility, call center and call analytics to mid-sized enterprises.",public_relations
8571,teravicta-technologies,TeraVicta Technologies,TeraVicta Technologies provides next-generation RF solutions for a broad range of wireless devices.,public_relations
8572,teros,Teros,"Teros develops a secure application gateway, Teros’s FireLine, a safe web module that protects web services applications.",public_relations
8573,the-feedroom,The FeedRoom,"The FeedRoom provides online video communications, streaming and digital asset management services.",public_relations
8574,tubaloo,Tubaloo,Tubaloo was developed in Chile and was the first commercial VoIP service available on Android in 2009. It shutdown in 2012.,public_relations
8575,tut-systems,Tut Systems,Tut Systems develops digital video processing systems for telephony-based and cable-based service providers.,public_relations
8576,venturebeat,VentureBeat,VentureBeat is an online technology news platform that is engaged in technology publication and events business.,public_relations
8577,veriwave,VeriWave,"VeriWave helps manufacturers and service providers measure, analyze and improve the speed, quality, and other aspects of mobile performance.",public_relations
8578,voip-logic,VoIP Logic,"VoIP Logic is a global provider of VoIP managed services, and provisioning and management systems.",public_relations
8579,voltaire,Voltaire,Voltaire designs and develops server and storage fabric switches and network virtualization software for mission-critical applications.,public_relations
8580,vontoo,Vontoo,"Vontoo, a marketing communication platform, enables companies to send and track voice messages tailored to the recipients' interests.",public_relations
8581,vyyo,Vyyo,"Javelin offers broadband wireless access systems for telecommunications service providers to deliver wireless, high-speed data connections.",public_relations
8582,webrand,WeBRAND,WeBRAND offers a platform for digital brands and influencers to monetize their reach through merchandizing and apparel.,public_relations
8583,webvanta,Webvanta,Webvanta provides a hosted service that enables designers to provide their clients with advanced sites at low cost.,public_relations
8584,white-rock,White Rock Networks,"White Rock Networks provides transport and switching, Ethernet service delivery, and Internet protocol aggregation solutions for carriers.",public_relations
8585,widemile,Widemile,Widemile is a provider of testing and optimization technologies and services for online marketers and interactive agencies.,public_relations
8586,wiki-pr,Wiki-PR,"Wiki-PR improves its clients’ encyclopedic presence with Wikipedia page management, page creation, editing, and translation services.",public_relations
8587,brainwave-studios,Wireless Tech,"Brainwave Studios is a social gaming company that develops causal games, virtual worlds, and massively multiplayer online (MMO) games.",public_relations
8588,world-wide-packets,World Wide Packets,World Wide Packets provides carrier Ethernet products and solutions in the United States.,public_relations
8589,xfone,XFONE,"NTS offers communications services, such as local telephony services and broadband solutions for personal and business applications.",public_relations
8590,xtellus,Xtellus,Xtellus provides reconfigurable optical add/drop multiplexers technology and dynamic optical modules for agile optical networking systems.,public_relations
8591,zeer,Zeer,Zeer is an online consumer grocery information resource suggesting products based upon users ‘specific dietary needs.,public_relations
8592,zetera,Zetera,Zetera develops network storage technology solutions for various segments of the storage market.,public_relations
8593,zingdom-communications,Zingdom Communications,"Zingdom Communication provides SaaS-integrated online meeting and live chat systems for sales, marketing, and support departments. ",public_relations
8594,zipcodemailer-com,zipcodemailer.com,Zip Code Mailer enables businesses to implement direct mail strategies that give them full control over their marketing programs.,public_relations
8595,zykis,Zykis,"Zykis focuses on providing a safe environment for children to communicate, learn, play, and express their ideas on the internet.",public_relations
8596,1366-technologies,1366 Technologies,1366 Technologies is a manufacturer of silicon wafers used to deliver solar modules.,manufacturing
8597,1spire,1spire,"1spire is the developer of Bitmado, a shuffling wallpaper engine for Android devices.",manufacturing
8598,3d-robotics,3D Robotics,"3DR makes advanced drone technology easily accessible to the construction, mining, and surveying industries for use in data analysis.",manufacturing
8599,908-devices,908 Devices,"908devices manufactures battery-operated, hand-held chemical detection tools used in mass spectrometry.",manufacturing
8600,acumentrics,Acumentrics,Atrex Energy offers several accessories and options for the Remote Power Generator System.,manufacturing
8601,adams-arms,Adams Arms,Adams Arms is a rifle manufacturer based in the United States.,manufacturing
8602,american-aerogel,American Aerogel,"AeroSafe Global develops aerogels used in various transport, biomedical, pharmaceutical, and other temperature-sensitive products.",manufacturing
8603,anderson-aerospace,Anderson Aerospace,Anderson Aerospace designs and manufactures advanced technology satellite antenna systems for aircrafts.,manufacturing
8604,applied-quantum-technologies,Applied Quantum Technologies,"Applied Quantum Technologies develops a capital-efficient process for manufacturing high-performance, low-cost, thin-film solar cells.",manufacturing
8605,arbor-plastic-technologies,Arbor Plastic Technologies,"APT has been formed to develop, manufacture, market, sell and service specialty additives and associated delivery systems, for the plastic",manufacturing
8606,armasight,Armasight,Armasight is a developer and manufacturer of night vision and advanced thermal imaging devices.,manufacturing
8607,arrowsight,Arrowsight,Arrowsight operates as a web-based software as a service provider.,manufacturing
